nft_url;; supply;; blockchain;; type;; price;; method;; duration;; specific_buyer;; quantity
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9619;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9627;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9671;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9679;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9681;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9692;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9755;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9756;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9757;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9761;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9766;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9811;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9820;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9827;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9843;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9847;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9851;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9858;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9879;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9898;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9908;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9910;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9917;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9941;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9962;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9975;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9979;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9980;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
https://opensea.io/assets/matic/0x4f6a59a078a024f02b4259dba4c4b552722093b5/9994;; 1;; Polygon;; ;; 0.002;; ;; ['08-03-2022 1:00', '31-08-2022 1:00'];; ;; 1
